"","year","trat","Cost","Price","gain","prob"
"8910",2002,"2x",15,0.125,"356.654490357479",0.185025542002771
"8911",2003,"2x",15,0.125,"248.090107633526",0.346691110942276
"8912",2003,"2x",15,0.125,"231.998901001373",0.651706397394408
"8913",2003,"2x",15,0.125,"243.489538373738",0.432480786610091
"8914",2003,"2x",15,0.125,"259.964253797732",0.165288392330036
"8915",2003,"2x",15,0.125,"228.09657684555",0.719079865109149
"8916",2003,"2x",15,0.125,"240.929724432974",0.481930156160347
"8917",2003,"2x",15,0.125,"228.33145560261",0.715207737985882
"8918",2003,"2x",15,0.125,"293.999799758191",0.00424836368133652
"8919",2003,"2x",15,0.125,"244.126202535521",0.420314329296285
"8920",2003,"2x",15,0.125,"224.839350529745",0.770001058940212
"8921",2004,"2x",15,0.125,"346.475890215944",0.162652809115199
"8922",2004,"2x",15,0.125,"483.761247857247",0.0121661422823386
"8923",2004,"2x",15,0.125,"242.523706244366",0.490700005354864
"8924",2004,"2x",15,0.125,"400.962459073498",0.0685133736844341
"8925",2004,"2x",15,0.125,"396.564568386419",0.0740426772892444
"8926",2004,"2x",15,0.125,"377.916433768199",0.101321435812949
"8927",2004,"2x",15,0.125,"360.619449402759",0.1325816453945
"8928",2004,"2x",15,0.125,"138.3053325699",0.826248836568389
"8929",2004,"2x",15,0.125,"231.657421570465",0.53071523149042
"8930",2004,"2x",15,0.125,"202.799388040414",0.63444729655081
"8931",2005,"2x",15,0.125,"268.207883806362",0.314831780763557
"8932",2005,"2x",15,0.125,"298.908958555848",0.156962387259705
"8933",2005,"2x",15,0.125,"305.467114689112",0.131542471859809
"8934",2005,"2x",15,0.125,"341.108772917267",0.0419576681348306
"8935",2005,"2x",15,0.125,"166.751994785801",0.894740579223304
"8936",2005,"2x",15,0.125,"217.095466977433",0.652301737225817
"8937",2005,"2x",15,0.125,"268.223363712114",0.314737804693022
"8938",2005,"2x",15,0.125,"258.484654298741",0.376006403977571
"8939",2005,"2x",15,0.125,"192.871935620041",0.789772462742015
"8940",2005,"2x",15,0.125,"335.754394199595",0.0508281782862764
